Zone,Date,ConfirmedCasesWeekLater,Origin,NumPassengers,OriginConfirmed,OriginPopulation
Ukraine,2020-03-15,73,Belgium,238.52,886,11589616
Ukraine,2020-03-15,73,Bulgaria,238.52,51,6948445
Ukraine,2020-03-15,73,Czechia,715.5600000000001,253,10708982
Ukraine,2020-03-15,73,Denmark,458.95,864,5792203
Ukraine,2020-03-15,73,Estonia,201.0,171,1326539
Ukraine,2020-03-15,73,Finland,195.64,244,5540718
Ukraine,2020-03-15,73,France,510.53999999999996,4499,65273512
Ukraine,2020-03-15,73,Germany,3449.1600000000008,5795,83783945
Ukraine,2020-03-15,73,Greece,251.92000000000002,331,10423056
Ukraine,2020-03-15,73,Hungary,682.73,32,9660350
Ukraine,2020-03-15,73,Iceland,166.16,171,341250
Ukraine,2020-03-15,73,Ireland,238.52,129,4937796
Ukraine,2020-03-15,73,Italy,205.02,24747,60461828
Ukraine,2020-03-15,73,Latvia,410.03999999999996,30,1886202
Ukraine,2020-03-15,73,Lithuania,596.3000000000001,12,2722291
Ukraine,2020-03-15,73,Moldova,238.52,23,4033963
Ukraine,2020-03-15,73,Netherlands,477.04,1135,17134873
Ukraine,2020-03-15,73,Portugal,201.0,245,10196707
Ukraine,2020-03-15,73,Romania,167.5,131,19237682
Ukraine,2020-03-15,73,Serbia,104.52,48,8737370
Ukraine,2020-03-15,73,Spain,1352.06,7798,46754783
Ukraine,2020-03-15,73,Sweden,128.64,1063,10099270
Ukraine,2020-03-15,73,Switzerland,517.24,2200,8654618
Ukraine,2020-03-15,73,Ukraine,3425.0400000000022,3,43733759
Ukraine,2020-03-15,73,United Kingdom,915.2200000000001,3072,67886004
Ukraine,2020-03-16,73,Austria,663.3,1018,9006400
Ukraine,2020-03-16,73,Belarus,1211.36,36,9449321
Ukraine,2020-03-16,73,Belgium,134.0,1058,11589616
Ukraine,2020-03-16,73,Bulgaria,134.0,52,6948445
Ukraine,2020-03-16,73,Czechia,238.52,298,10708982
Ukraine,2020-03-16,73,Denmark,439.52,914,5792203
Ukraine,2020-03-16,73,Finland,128.64,277,5540718
Ukraine,2020-03-16,73,France,495.79999999999995,6633,65273512
Ukraine,2020-03-16,73,Germany,3963.720000000001,7272,83783945
Ukraine,2020-03-16,73,Greece,439.52,331,10423056
Ukraine,2020-03-16,73,Hungary,439.52,39,9660350
Ukraine,2020-03-16,73,Italy,201.0,27980,60461828
Ukraine,2020-03-16,73,Latvia,659.2800000000001,34,1886202
Ukraine,2020-03-16,73,Lithuania,839.51,17,2722291
Ukraine,2020-03-16,73,Moldova,128.64,23,4033963
Ukraine,2020-03-16,73,Netherlands,715.5600000000001,1413,17134873
Ukraine,2020-03-16,73,Poland,49.58,177,37846605
Ukraine,2020-03-16,73,Romania,67.0,158,19237682
Ukraine,2020-03-16,73,Spain,1471.32,9942,46754783
Ukraine,2020-03-16,73,Sweden,367.15999999999997,1146,10099270
Ukraine,2020-03-16,73,Switzerland,384.58,2200,8654618
Ukraine,2020-03-16,73,Ukraine,4186.160000000003,7,43733759
Ukraine,2020-03-16,73,United Kingdom,1213.3700000000001,3684,67886004
Ukraine,2020-03-17,97,Germany,225.12,9257,83783945
Ukraine,2020-03-17,97,Greece,238.52,387,10423056
Ukraine,2020-03-17,97,Hungary,119.26,50,9660350
Ukraine,2020-03-17,97,Moldova,238.52,30,4033963
Ukraine,2020-03-17,97,Poland,49.58,238,37846605
Ukraine,2020-03-17,97,Spain,477.04,11748,46754783
Ukraine,2020-03-17,97,Switzerland,10.72,2700,8654618
Ukraine,2020-03-17,97,Ukraine,1814.3600000000001,14,43733759
Ukraine,2020-03-18,145,Austria,247.9,1646,9006400
Ukraine,2020-03-18,145,Bulgaria,238.52,92,6948445
Ukraine,2020-03-18,145,Germany,731.64,12327,83783945
Ukraine,2020-03-18,145,Lithuania,119.26,27,2722291
Ukraine,2020-03-18,145,Netherlands,12.06,2051,17134873
Ukraine,2020-03-18,145,Poland,49.58,251,37846605
Ukraine,2020-03-18,145,Spain,477.04,13910,46754783
Ukraine,2020-03-18,145,Sweden,238.52,1410,10099270
Ukraine,2020-03-18,145,Switzerland,24.12,3028,8654618
Ukraine,2020-03-18,145,Ukraine,101.84,14,43733759
Ukraine,2020-03-18,145,United Kingdom,238.52,5451,67886004
Ukraine,2020-03-19,196,Austria,205.02,2013,9006400
Ukraine,2020-03-19,196,Belgium,238.52,1795,11589616
Ukraine,2020-03-19,196,France,13.4,10871,65273512
Ukraine,2020-03-19,196,Germany,702.1600000000001,15320,83783945
Ukraine,2020-03-19,196,Hungary,119.26,73,9660350
Ukraine,2020-03-19,196,Ireland,238.52,557,4937796
Ukraine,2020-03-19,196,Netherlands,238.52,2460,17134873
Ukraine,2020-03-19,196,Poland,99.16,355,37846605
Ukraine,2020-03-19,196,Spain,388.6,17963,46754783
Ukraine,2020-03-19,196,Switzerland,21.44,4075,8654618
Ukraine,2020-03-19,196,Ukraine,284.08000000000004,16,43733759
Ukraine,2020-03-19,196,United Kingdom,13.4,6506,67886004
Ukraine,2020-03-20,310,Belgium,238.52,2257,11589616
Ukraine,2020-03-20,310,France,18.76,12612,65273512
Ukraine,2020-03-20,310,Germany,463.64,19848,83783945
Ukraine,2020-03-20,310,Lithuania,10.72,49,2722291
Ukraine,2020-03-20,310,Netherlands,238.52,2994,17134873
Ukraine,2020-03-20,310,Poland,49.58,425,37846605
Ukraine,2020-03-20,310,Switzerland,238.52,5294,8654618
Ukraine,2020-03-20,310,Ukraine,238.52,29,43733759
Ukraine,2020-03-20,310,United Kingdom,8.04,7760,67886004
Ukraine,2020-03-21,356,France,238.52,14282,65273512
Ukraine,2020-03-21,356,Germany,489.09999999999997,22213,83783945
Ukraine,2020-03-21,356,Poland,187.60000000000002,536,37846605
Ukraine,2020-03-21,356,Spain,13.4,25374,46754783
Ukraine,2020-03-21,356,Ukraine,259.96000000000004,47,43733759
Ukraine,2020-03-21,356,United Kingdom,510.53999999999996,8957,67886004
Ukraine,2020-03-22,475,Belgium,258.62,3401,11589616
Ukraine,2020-03-22,475,Bulgaria,247.9,187,6948445
Ukraine,2020-03-22,475,Czechia,258.62,1120,10708982
Ukraine,2020-03-22,475,Estonia,497.14,326,1326539
Ukraine,2020-03-22,475,Germany,238.52,24873,83783945
Ukraine,2020-03-22,475,Greece,201.0,624,10423056
Ukraine,2020-03-22,475,Poland,258.62,634,37846605
Ukraine,2020-03-22,475,Portugal,258.62,1600,10196707
Ukraine,2020-03-22,475,Spain,238.52,28768,46754783
Ukraine,2020-03-22,475,Ukraine,596.3000000000001,73,43733759
Ukraine,2020-03-22,475,United Kingdom,54.94000000000001,10333,67886004
Ukraine,2020-03-23,548,Belgium,517.24,3743,11589616
Ukraine,2020-03-23,548,France,258.62,19856,65273512
Ukraine,2020-03-23,548,Germany,758.4399999999999,29056,83783945
Ukraine,2020-03-23,548,Italy,238.52,63927,60461828
Ukraine,2020-03-23,548,Poland,308.2,749,37846605
Ukraine,2020-03-23,548,Ukraine,10.72,73,43733759
Ukraine,2020-03-23,548,United Kingdom,406.02,12668,67886004
Ukraine,2020-03-24,645,Austria,217.08,5283,9006400
Ukraine,2020-03-24,645,Belgium,258.62,4269,11589616
Ukraine,2020-03-24,645,Croatia,205.02,382,4105268
Ukraine,2020-03-24,645,Czechia,387.93,1394,10708982
Ukraine,2020-03-24,645,Denmark,134.0,1591,5792203
Ukraine,2020-03-24,645,France,266.66,22304,65273512
Ukraine,2020-03-24,645,Germany,1219.3999999999999,32986,83783945
Ukraine,2020-03-24,645,Iceland,238.52,648,341250
Ukraine,2020-03-24,645,Netherlands,258.62,5560,17134873
Ukraine,2020-03-24,645,Poland,49.58,901,37846605
Ukraine,2020-03-24,645,Spain,477.04,39885,46754783
Ukraine,2020-03-24,645,Sweden,238.52,2398,10099270
Ukraine,2020-03-24,645,Ukraine,34.84,97,43733759
Ukraine,2020-03-24,645,United Kingdom,238.52,15039,67886004
Ukraine,2020-03-25,794,Belgium,258.62,4937,11589616
Ukraine,2020-03-25,794,Czechia,755.76,1654,10708982
Ukraine,2020-03-25,794,Denmark,238.52,1724,5792203
Ukraine,2020-03-25,794,France,497.14,25233,65273512
Ukraine,2020-03-25,794,Germany,980.8799999999999,37323,83783945
Ukraine,2020-03-25,794,Italy,201.0,74386,60461828
Ukraine,2020-03-25,794,Latvia,214.4,221,1886202
Ukraine,2020-03-25,794,Netherlands,238.52,6412,17134873
Ukraine,2020-03-25,794,Poland,288.1,1051,37846605
Ukraine,2020-03-25,794,Spain,238.52,49515,46754783
Ukraine,2020-03-25,794,Ukraine,52.26,145,43733759
Ukraine,2020-03-25,794,United Kingdom,13.4,17732,67886004
Ukraine,2020-03-26,897,Belgium,258.62,6235,11589616
Ukraine,2020-03-26,897,Croatia,12.06,495,4105268
Ukraine,2020-03-26,897,Czechia,1031.8,1925,10708982
Ukraine,2020-03-26,897,France,258.62,29155,65273512
Ukraine,2020-03-26,897,Germany,1877.34,43938,83783945
Ukraine,2020-03-26,897,Netherlands,258.62,7431,17134873
Ukraine,2020-03-26,897,Poland,49.58,1221,37846605
Ukraine,2020-03-26,897,Ukraine,42.88,196,43733759
Ukraine,2020-03-26,897,United Kingdom,238.52,20816,67886004
Ukraine,2020-03-27,1072,Austria,226.46,7657,9006400
Ukraine,2020-03-27,1072,Belgium,735.6600000000001,7284,11589616
Ukraine,2020-03-27,1072,Czechia,1165.8,2279,10708982
Ukraine,2020-03-27,1072,France,735.66,32964,65273512
Ukraine,2020-03-27,1072,Germany,1400.3,50871,83783945
Ukraine,2020-03-27,1072,Greece,238.52,966,10423056
Ukraine,2020-03-27,1072,Hungary,13.4,300,9660350
Ukraine,2020-03-27,1072,Lithuania,443.54,358,2722291
Ukraine,2020-03-27,1072,Poland,288.1,1389,37846605
Ukraine,2020-03-27,1072,Spain,238.52,65719,46754783
Ukraine,2020-03-27,1072,Switzerland,159.45999999999998,12928,8654618
Ukraine,2020-03-27,1072,Ukraine,210.38,310,43733759
Ukraine,2020-03-27,1072,United Kingdom,735.66,24017,67886004
Ukraine,2020-03-28,1225,Czechia,443.54,2631,10708982
Ukraine,2020-03-28,1225,Estonia,17.42,645,1326539
Ukraine,2020-03-28,1225,France,258.62,37575,65273512
Ukraine,2020-03-28,1225,Germany,258.62,57695,83783945
Ukraine,2020-03-28,1225,Ukraine,247.9,356,43733759
Ukraine,2020-03-29,1308,Fujian,269.762,338,39410000
Ukraine,2020-03-29,1308,Ukraine,48.24,475,43733759
Ukraine,2020-03-30,1319,Germany,261.3,66885,83783945
Ukraine,2020-03-30,1319,Poland,49.58,2055,37846605
Ukraine,2020-03-31,1462,Germany,225.12,71808,83783945
Ukraine,2020-03-31,1462,Poland,49.58,2311,37846605
Ukraine,2020-03-31,1462,Ukraine,48.24,645,43733759
United Kingdom,2020-03-01,482,Albania,224.45,0,2877800
United Kingdom,2020-03-01,482,Austria,3956.350000000001,14,9006400
United Kingdom,2020-03-01,482,Beijing,233.24399999999997,413,21540000
United Kingdom,2020-03-01,482,Belarus,67.0,1,9449321
United Kingdom,2020-03-01,482,Belgium,2448.18,2,11589616
United Kingdom,2020-03-01,482,Bulgaria,1701.1299999999999,0,6948445
United Kingdom,2020-03-01,482,Croatia,301.5,7,4105268
United Kingdom,2020-03-01,482,Czechia,2399.2700000000004,3,10708982
United Kingdom,2020-03-01,482,Denmark,3834.410000000002,4,5792203
United Kingdom,2020-03-01,482,Estonia,202.34,1,1326539
United Kingdom,2020-03-01,482,Finland,2087.72,6,5540718
United Kingdom,2020-03-01,482,France,16790.117000000002,130,65273512
United Kingdom,2020-03-01,482,Germany,18108.089999999997,130,83783945
United Kingdom,2020-03-01,482,Greece,1626.7069999999999,7,10423056
United Kingdom,2020-03-01,482,Guangdong,271.2,1349,113460000
United Kingdom,2020-03-01,482,Hungary,2470.9600000000005,0,9660350
United Kingdom,2020-03-01,482,Iceland,2185.55,3,341250
United Kingdom,2020-03-01,482,Ireland,14476.684000000016,1,4937796
United Kingdom,2020-03-01,482,Italy,15150.040000000006,1694,60461828
United Kingdom,2020-03-01,482,Latvia,814.72,0,1886202
United Kingdom,2020-03-01,482,Lithuania,1009.02,1,2722291
United Kingdom,2020-03-01,482,Luxembourg,599.65,1,625976
United Kingdom,2020-03-01,482,Malta,1726.59,0,441539
United Kingdom,2020-03-01,482,Moldova,224.45,0,4033963
United Kingdom,2020-03-01,482,Netherlands,11489.16,10,17134873
United Kingdom,2020-03-01,482,Norway,3326.5500000000015,19,5421242
United Kingdom,2020-03-01,482,Poland,8419.214000000007,0,37846605
United Kingdom,2020-03-01,482,Portugal,6115.090000000003,0,10196707
United Kingdom,2020-03-01,482,Romania,3248.160000000001,3,19237682
United Kingdom,2020-03-01,482,Serbia,83.08,0,8737370
United Kingdom,2020-03-01,482,Shanghai,145.483,337,24240000
United Kingdom,2020-03-01,482,Slovakia,706.18,0,5459643
United Kingdom,2020-03-01,482,Slovenia,166.16,0,2078932
United Kingdom,2020-03-01,482,Spain,37935.79400000002,84,46754783
United Kingdom,2020-03-01,482,Sweden,3077.9800000000014,14,10099270
United Kingdom,2020-03-01,482,Switzerland,10504.939999999995,27,8654618
United Kingdom,2020-03-01,482,Ukraine,738.34,0,43733759
United Kingdom,2020-03-01,482,United Kingdom,31611.2700000002,94,67886004
United Kingdom,2020-03-02,629,Albania,224.45,0,2877800
United Kingdom,2020-03-02,629,Austria,2338.9700000000003,18,9006400
United Kingdom,2020-03-02,629,Beijing,233.24399999999997,414,21540000
United Kingdom,2020-03-02,629,Belarus,50.92,1,9449321
United Kingdom,2020-03-02,629,Belgium,2086.3799999999997,8,11589616
United Kingdom,2020-03-02,629,Bulgaria,1440.5,0,6948445
United Kingdom,2020-03-02,629,Croatia,289.44,7,4105268
United Kingdom,2020-03-02,629,Czechia,2798.5900000000006,3,10708982
United Kingdom,2020-03-02,629,Denmark,4359.020000000002,4,5792203
United Kingdom,2020-03-02,629,Estonia,238.52,1,1326539
United Kingdom,2020-03-02,629,Finland,1488.07,6,5540718
United Kingdom,2020-03-02,629,France,11664.03,191,65273512
United Kingdom,2020-03-02,629,Fujian,308.63599999999997,296,39410000
United Kingdom,2020-03-02,629,Germany,19073.559999999976,159,83783945
United Kingdom,2020-03-02,629,Greece,1614.03,7,10423056
United Kingdom,2020-03-02,629,Guangdong,235.6,1350,113460000
United Kingdom,2020-03-02,629,Hungary,3289.700000000001,0,9660350
United Kingdom,2020-03-02,629,Iceland,1699.7900000000002,6,341250
United Kingdom,2020-03-02,629,Ireland,15028.100000000017,1,4937796
United Kingdom,2020-03-02,629,Italy,13931.310000000009,2036,60461828
United Kingdom,2020-03-02,629,Kosovo,0,0,1810366
United Kingdom,2020-03-02,629,Latvia,791.9399999999999,1,1886202
United Kingdom,2020-03-02,629,Lithuania,1096.79,1,2722291
United Kingdom,2020-03-02,629,Luxembourg,1309.85,1,625976
United Kingdom,2020-03-02,629,Malta,1013.0399999999998,0,441539
United Kingdom,2020-03-02,629,Moldova,100.5,0,4033963
United Kingdom,2020-03-02,629,Netherlands,12756.130000000001,18,17134873
United Kingdom,2020-03-02,629,North Macedonia,100.5,1,2083380
United Kingdom,2020-03-02,629,Norway,4070.250000000002,25,5421242
United Kingdom,2020-03-02,629,Poland,8828.59000000001,0,37846605
United Kingdom,2020-03-02,629,Portugal,6294.650000000004,2,10196707
United Kingdom,2020-03-02,629,Romania,2880.330000000001,3,19237682
United Kingdom,2020-03-02,629,Serbia,207.03,0,8737370
United Kingdom,2020-03-02,629,Slovakia,479.72,0,5459643
United Kingdom,2020-03-02,629,Slovenia,166.16,0,2078932
United Kingdom,2020-03-02,629,Spain,32742.229999999927,120,46754783
United Kingdom,2020-03-02,629,Sweden,3307.7900000000013,19,10099270
United Kingdom,2020-03-02,629,Switzerland,7792.769999999995,42,8654618
United Kingdom,2020-03-02,629,Ukraine,1169.82,0,43733759
United Kingdom,2020-03-02,629,United Kingdom,40622.100000000275,134,67886004
United Kingdom,2020-03-03,887,Albania,100.5,0,2877800
United Kingdom,2020-03-03,887,Austria,1650.8799999999999,21,9006400
United Kingdom,2020-03-03,887,Beijing,233.24399999999997,414,21540000
United Kingdom,2020-03-03,887,Belgium,3332.5799999999995,13,11589616
United Kingdom,2020-03-03,887,Bulgaria,1366.8,0,6948445
United Kingdom,2020-03-03,887,Croatia,201.0,9,4105268
United Kingdom,2020-03-03,887,Czechia,1729.9399999999998,5,10708982
United Kingdom,2020-03-03,887,Denmark,3437.100000000002,6,5792203
United Kingdom,2020-03-03,887,Estonia,190.28,2,1326539
United Kingdom,2020-03-03,887,Finland,1274.34,6,5540718
United Kingdom,2020-03-03,887,France,10545.800000000001,204,65273512
United Kingdom,2020-03-03,887,Germany,18196.529999999988,196,83783945
United Kingdom,2020-03-03,887,Greece,1593.26,7,10423056
United Kingdom,2020-03-03,887,Guangdong,235.6,1350,113460000
United Kingdom,2020-03-03,887,Hungary,1969.8,0,9660350
United Kingdom,2020-03-03,887,Iceland,1771.4800000000002,11,341250
United Kingdom,2020-03-03,887,Ireland,12978.570000000014,2,4937796
United Kingdom,2020-03-03,887,Italy,11950.790000000003,2502,60461828
United Kingdom,2020-03-03,887,Latvia,546.72,1,1886202
United Kingdom,2020-03-03,887,Lithuania,1073.3400000000001,1,2722291
United Kingdom,2020-03-03,887,Luxembourg,1013.7099999999999,1,625976
United Kingdom,2020-03-03,887,Malta,866.98,0,441539
United Kingdom,2020-03-03,887,Moldova,123.95,0,4033963
United Kingdom,2020-03-03,887,Montenegro,119.26,0,628062
United Kingdom,2020-03-03,887,Netherlands,11527.350000000002,24,17134873
United Kingdom,2020-03-03,887,North Macedonia,100.5,1,2083380
United Kingdom,2020-03-03,887,Norway,3062.5700000000006,32,5421242
United Kingdom,2020-03-03,887,Poland,6699.330000000005,0,37846605
United Kingdom,2020-03-03,887,Portugal,5182.450000000001,2,10196707
United Kingdom,2020-03-03,887,Romania,2664.59,3,19237682
United Kingdom,2020-03-03,887,Serbia,83.08,0,8737370
United Kingdom,2020-03-03,887,Shanghai,145.483,338,24240000
United Kingdom,2020-03-03,887,Slovakia,612.38,0,5459643
United Kingdom,2020-03-03,887,Slovenia,83.08,0,2078932
United Kingdom,2020-03-03,887,Spain,30809.27999999994,165,46754783
United Kingdom,2020-03-03,887,Sweden,2613.670000000001,32,10099270
United Kingdom,2020-03-03,887,Switzerland,6462.819999999994,56,8654618
United Kingdom,2020-03-03,887,Ukraine,339.02,1,43733759
United Kingdom,2020-03-03,887,United Kingdom,38212.11000000025,189,67886004
United Kingdom,2020-03-04,1298,Albania,224.45,0,2877800
United Kingdom,2020-03-04,1298,Austria,2105.1400000000003,29,9006400
United Kingdom,2020-03-04,1298,Belarus,67.0,6,9449321
United Kingdom,2020-03-04,1298,Belgium,2953.36,23,11589616
United Kingdom,2020-03-04,1298,Bulgaria,1414.37,0,6948445
United Kingdom,2020-03-04,1298,Croatia,290.11,10,4105268
United Kingdom,2020-03-04,1298,Czechia,1513.5299999999997,8,10708982
United Kingdom,2020-03-04,1298,Denmark,3571.1000000000017,10,5792203
United Kingdom,2020-03-04,1298,Estonia,126.63000000000001,2,1326539
United Kingdom,2020-03-04,1298,Finland,1161.1100000000001,6,5540718
United Kingdom,2020-03-04,1298,France,11154.829999999998,285,65273512
United Kingdom,2020-03-04,1298,Germany,19668.519999999982,262,83783945
United Kingdom,2020-03-04,1298,Greece,1499.4599999999998,9,10423056
United Kingdom,2020-03-04,1298,Guangdong,235.6,1350,113460000
United Kingdom,2020-03-04,1298,Hungary,1953.05,2,9660350
United Kingdom,2020-03-04,1298,Iceland,1503.4800000000002,26,341250
United Kingdom,2020-03-04,1298,Ireland,13422.110000000015,6,4937796
United Kingdom,2020-03-04,1298,Italy,10351.500000000005,3089,60461828
United Kingdom,2020-03-04,1298,Kosovo,0,0,1810366
United Kingdom,2020-03-04,1298,Latvia,665.31,1,1886202
United Kingdom,2020-03-04,1298,Lithuania,830.13,1,2722291
United Kingdom,2020-03-04,1298,Luxembourg,1165.8,1,625976
United Kingdom,2020-03-04,1298,Malta,1505.4899999999998,0,441539
United Kingdom,2020-03-04,1298,Moldova,100.5,0,4033963
United Kingdom,2020-03-04,1298,Netherlands,11608.420000000004,38,17134873
United Kingdom,2020-03-04,1298,Norway,3122.870000000001,56,5421242
United Kingdom,2020-03-04,1298,Poland,6277.900000000005,1,37846605
United Kingdom,2020-03-04,1298,Portugal,4182.81,5,10196707
United Kingdom,2020-03-04,1298,Romania,2832.090000000001,4,19237682
United Kingdom,2020-03-04,1298,Serbia,213.73000000000002,0,8737370
United Kingdom,2020-03-04,1298,Slovakia,367.16,0,5459643
United Kingdom,2020-03-04,1298,Slovenia,164.82,0,2078932
United Kingdom,2020-03-04,1298,Spain,24230.54999999993,222,46754783
United Kingdom,2020-03-04,1298,Sweden,3154.360000000002,62,10099270
United Kingdom,2020-03-04,1298,Switzerland,6722.109999999997,90,8654618
United Kingdom,2020-03-04,1298,Ukraine,817.4,1,43733759
United Kingdom,2020-03-04,1298,United Kingdom,37540.77000000027,245,67886004
United Kingdom,2020-03-05,1787,Albania,201.0,0,2877800
United Kingdom,2020-03-05,1787,Austria,1999.2799999999997,41,9006400
United Kingdom,2020-03-05,1787,Beijing,233.24399999999997,418,21540000
United Kingdom,2020-03-05,1787,Belgium,3419.0099999999993,50,11589616
United Kingdom,2020-03-05,1787,Bulgaria,1105.5,0,6948445
United Kingdom,2020-03-05,1787,Croatia,110.55,10,4105268
United Kingdom,2020-03-05,1787,Czechia,2390.56,12,10708982
United Kingdom,2020-03-05,1787,Denmark,4074.9400000000023,10,5792203
United Kingdom,2020-03-05,1787,Estonia,207.7,3,1326539
United Kingdom,2020-03-05,1787,Finland,1486.06,12,5540718
United Kingdom,2020-03-05,1787,France,11357.840000000004,377,65273512
United Kingdom,2020-03-05,1787,Germany,18720.469999999983,482,83783945
United Kingdom,2020-03-05,1787,Greece,1486.73,31,10423056
United Kingdom,2020-03-05,1787,Hungary,2374.4800000000005,2,9660350
United Kingdom,2020-03-05,1787,Iceland,1409.68,34,341250
United Kingdom,2020-03-05,1787,Ireland,13842.870000000014,6,4937796
United Kingdom,2020-03-05,1787,Italy,12587.960000000005,3858,60461828
United Kingdom,2020-03-05,1787,Latvia,804.67,1,1886202
United Kingdom,2020-03-05,1787,Lithuania,949.39,1,2722291
United Kingdom,2020-03-05,1787,Luxembourg,1070.66,1,625976
United Kingdom,2020-03-05,1787,Malta,1091.43,0,441539
United Kingdom,2020-03-05,1787,Moldova,265.32,0,4033963
United Kingdom,2020-03-05,1787,Netherlands,12264.35,82,17134873
United Kingdom,2020-03-05,1787,Norway,3260.2200000000007,87,5421242
United Kingdom,2020-03-05,1787,Poland,6517.090000000006,1,37846605
United Kingdom,2020-03-05,1787,Portugal,6038.710000000003,8,10196707
United Kingdom,2020-03-05,1787,Romania,2812.6600000000003,6,19237682
United Kingdom,2020-03-05,1787,Serbia,91.12,0,8737370
United Kingdom,2020-03-05,1787,Shanghai,145.483,339,24240000
United Kingdom,2020-03-05,1787,Slovakia,720.25,0,5459643
United Kingdom,2020-03-05,1787,Slovenia,193.63,2,2078932
United Kingdom,2020-03-05,1787,Spain,31368.05999999993,259,46754783
United Kingdom,2020-03-05,1787,Sweden,2813.330000000001,87,10099270
United Kingdom,2020-03-05,1787,Switzerland,8219.559999999998,114,8654618
United Kingdom,2020-03-05,1787,Ukraine,257.28000000000003,1,43733759
United Kingdom,2020-03-05,1787,United Kingdom,32486.290000000092,294,67886004
United Kingdom,2020-03-06,2266,Albania,448.9,0,2877800
United Kingdom,2020-03-06,2266,Austria,2622.38,55,9006400
United Kingdom,2020-03-06,2266,Belarus,67.0,6,9449321
United Kingdom,2020-03-06,2266,Belgium,3670.2599999999998,109,11589616
United Kingdom,2020-03-06,2266,Bulgaria,1357.42,0,6948445
United Kingdom,2020-03-06,2266,Croatia,391.95,11,4105268
United Kingdom,2020-03-06,2266,Czechia,3174.4600000000014,18,10708982
United Kingdom,2020-03-06,2266,Denmark,4567.390000000003,23,5792203
United Kingdom,2020-03-06,2266,Estonia,238.52,10,1326539
United Kingdom,2020-03-06,2266,Finland,1590.58,15,5540718
United Kingdom,2020-03-06,2266,France,13116.59,653,65273512
United Kingdom,2020-03-06,2266,Germany,19673.879999999986,670,83783945
United Kingdom,2020-03-06,2266,Greece,1571.82,45,10423056
United Kingdom,2020-03-06,2266,Hungary,2982.8400000000006,2,9660350
United Kingdom,2020-03-06,2266,Iceland,1566.46,43,341250
United Kingdom,2020-03-06,2266,Ireland,14655.580000000018,18,4937796
United Kingdom,2020-03-06,2266,Italy,14148.390000000009,4636,60461828
United Kingdom,2020-03-06,2266,Jiangsu,11.190999999999999,631,80510000
United Kingdom,2020-03-06,2266,Kosovo,0,0,1810366
United Kingdom,2020-03-06,2266,Latvia,684.74,1,1886202
United Kingdom,2020-03-06,2266,Lithuania,1105.5,1,2722291
United Kingdom,2020-03-06,2266,Luxembourg,986.2399999999999,2,625976
United Kingdom,2020-03-06,2266,Malta,1251.56,0,441539
United Kingdom,2020-03-06,2266,Moldova,201.0,0,4033963
United Kingdom,2020-03-06,2266,Netherlands,11936.050000000005,128,17134873
United Kingdom,2020-03-06,2266,North Macedonia,100.5,3,2083380
United Kingdom,2020-03-06,2266,Norway,4103.750000000003,108,5421242
United Kingdom,2020-03-06,2266,Poland,9120.71000000001,5,37846605
United Kingdom,2020-03-06,2266,Portugal,6502.350000000004,13,10196707
United Kingdom,2020-03-06,2266,Romania,2885.690000000001,9,19237682
United Kingdom,2020-03-06,2266,Serbia,213.73000000000002,1,8737370
United Kingdom,2020-03-06,2266,Shandong,171.399,758,100470000
United Kingdom,2020-03-06,2266,Shanghai,11.190999999999999,342,24240000
United Kingdom,2020-03-06,2266,Slovakia,496.47,1,5459643
United Kingdom,2020-03-06,2266,Slovenia,166.16,7,2078932
United Kingdom,2020-03-06,2266,Spain,36383.68000000001,400,46754783
United Kingdom,2020-03-06,2266,Sweden,3275.630000000002,146,10099270
United Kingdom,2020-03-06,2266,Switzerland,8905.639999999994,214,8654618
United Kingdom,2020-03-06,2266,Ukraine,1201.31,1,43733759
United Kingdom,2020-03-06,2266,United Kingdom,34978.69000000008,373,67886004
United Kingdom,2020-03-07,2630,Albania,113.23,0,2877800
United Kingdom,2020-03-07,2630,Austria,7391.440000000002,79,9006400
United Kingdom,2020-03-07,2630,Beijing,233.24399999999997,426,21540000
United Kingdom,2020-03-07,2630,Belgium,1729.2699999999995,169,11589616
United Kingdom,2020-03-07,2630,Bulgaria,2588.2100000000005,0,6948445
United Kingdom,2020-03-07,2630,Croatia,183.57999999999998,12,4105268
United Kingdom,2020-03-07,2630,Czechia,1411.69,19,10708982
United Kingdom,2020-03-07,2630,Denmark,1800.96,23,5792203
United Kingdom,2020-03-07,2630,Estonia,113.23,10,1326539
United Kingdom,2020-03-07,2630,Finland,1179.2,15,5540718
United Kingdom,2020-03-07,2630,France,18509.41999999999,949,65273512
United Kingdom,2020-03-07,2630,Germany,11869.050000000003,799,83783945
United Kingdom,2020-03-07,2630,Greece,1309.18,46,10423056
United Kingdom,2020-03-07,2630,Hungary,2195.59,4,9660350
United Kingdom,2020-03-07,2630,Iceland,1579.19,50,341250
United Kingdom,2020-03-07,2630,Ireland,11341.090000000013,18,4937796
United Kingdom,2020-03-07,2630,Italy,13856.94000000001,5883,60461828
United Kingdom,2020-03-07,2630,Latvia,678.71,1,1886202
United Kingdom,2020-03-07,2630,Lithuania,1247.54,1,2722291
United Kingdom,2020-03-07,2630,Luxembourg,467.65999999999997,2,625976
United Kingdom,2020-03-07,2630,Malta,1551.72,3,441539
United Kingdom,2020-03-07,2630,Moldova,224.45,0,4033963
