Zone,Date,ConfirmedCasesWeekLater,Origin,NumPassengers,OriginConfirmed,OriginPopulation,ImportedRisk
Belarus,2020-03-14,76,Poland,155.44,103,37846605,0.00042491036760423695
Belarus,2020-03-14,76,Spain,67.0,6391,46754783,0.009308326665126862
Belarus,2020-03-14,76,Ukraine,1248.21,3,43733759,0.0000859698083499882
Belarus,2020-03-14,76,United Kingdom,4.02,2630,67886004,0.0001580575660119559
Belarus,2020-03-15,76,Austria,67.0,860,9006400,0.006454608017511678
Belarus,2020-03-15,76,Czechia,88.44,253,10708982,0.00210799418078394
Belarus,2020-03-15,76,France,67.0,4499,65273512,0.0046797846840566345
Belarus,2020-03-15,76,Germany,268.0,5795,83783945,0.018725251301422684
Belarus,2020-03-15,76,Italy,67.0,24747,60461828,0.02783083978352748
Belarus,2020-03-15,76,Latvia,100.5,30,1886202,0.001605548076933722
Belarus,2020-03-15,76,Lithuania,50.92,12,2722291,0.00022478975108496257
Belarus,2020-03-15,76,Netherlands,67.0,1135,17134873,0.004490766898312798
Belarus,2020-03-15,76,Serbia,6.7,48,8737370,0.00003718991538793353
Belarus,2020-03-15,76,Switzerland,67.0,2200,8654618,0.017284659862634184
Belarus,2020-03-15,76,Ukraine,1102.82,3,43733759,0.0000759007935239697
Belarus,2020-03-15,76,United Kingdom,67.0,3072,67886004,0.003072472920533931
Belarus,2020-03-16,81,Belgium,67.0,1058,11589616,0.006189020554937611
Belarus,2020-03-16,81,Czechia,119.26,298,10708982,0.003343257358056002
Belarus,2020-03-16,81,Estonia,50.92,205,1326539,0.007903982259647904
Belarus,2020-03-16,81,Finland,50.92,277,5540718,0.0025607522644800975
Belarus,2020-03-16,81,France,99.83,6633,65273512,0.010280300591601616
Belarus,2020-03-16,81,Germany,252.58999999999997,7272,83783945,0.022113998167076453
Belarus,2020-03-16,81,Hungary,12.73,39,9660350,0.00005177346291020432
Belarus,2020-03-16,81,Latvia,49.58,34,1886202,0.0008976797541683627
Belarus,2020-03-16,81,Lithuania,12.73,17,2722291,0.00007961303645779758
Belarus,2020-03-16,81,Moldova,67.0,23,4033963,0.00038483785234959543
Belarus,2020-03-16,81,Netherlands,119.26,1413,17134873,0.009951456932690896
Belarus,2020-03-16,81,Serbia,50.92,55,8737370,0.0003233842161885182
Belarus,2020-03-16,81,Switzerland,6.7,2200,8654618,0.001728465986263419
Belarus,2020-03-16,81,Ukraine,1478.0199999999998,7,43733759,0.00023764680025775977
Belarus,2020-03-16,81,United Kingdom,67.0,3684,67886004,0.0036845663710035
Belarus,2020-03-17,81,Czechia,99.83,396,10708982,0.003724400011860325
Belarus,2020-03-17,81,Estonia,50.92,225,1326539,0.008687919433810806
Belarus,2020-03-17,81,France,119.26,7652,65273512,0.01418879885698389
Belarus,2020-03-17,81,Germany,247.89999999999998,9257,83783945,0.027675773145892237
Belarus,2020-03-17,81,Hungary,50.92,50,9660350,0.00026589734966302035
Belarus,2020-03-17,81,Lithuania,67.0,25,2722291,0.0006161999678183303
Belarus,2020-03-17,81,Netherlands,99.83,1705,17134873,0.010066449343514083
Belarus,2020-03-17,81,Sweden,88.44,1265,10099270,0.01115978047448739
Belarus,2020-03-17,81,Ukraine,25.46,14,43733759,0.000008174335560108527
Belarus,2020-03-18,86,Belgium,99.83,1486,11589616,0.01295212494335681
Belarus,2020-03-18,86,Czechia,88.44,464,10708982,0.003866043470024973
Belarus,2020-03-18,86,Finland,67.0,336,5540718,0.004087082766687052
Belarus,2020-03-18,86,France,119.26,9043,65273512,0.016743324606820285
Belarus,2020-03-18,86,Germany,124.62,12327,83783945,0.018529171568697336
Belarus,2020-03-18,86,Hungary,50.92,58,9660350,0.00030798572048842856
Belarus,2020-03-18,86,Netherlands,99.83,2051,17134873,0.012091386596083883
Belarus,2020-03-18,86,Spain,119.26,13910,46754783,0.03616848904019488
Belarus,2020-03-18,86,United Kingdom,99.83,5451,67886004,0.008135238382342468
Belarus,2020-03-19,86,Belgium,88.44,1795,11589616,0.013860346611504872
Belarus,2020-03-19,86,Czechia,119.26,694,10708982,0.00778597138132874
Belarus,2020-03-19,86,Estonia,50.92,267,1326539,0.010294451134610529
Belarus,2020-03-19,86,France,99.83,10871,65273512,0.016848632280444333
Belarus,2020-03-19,86,Germany,166.82999999999998,15320,83783945,0.0307493389527236
Belarus,2020-03-19,86,Lithuania,67.0,36,2722291,0.0008886393929938825
Belarus,2020-03-19,86,Netherlands,99.83,2460,17134873,0.014481184533602713
Belarus,2020-03-19,86,Serbia,50.92,103,8737370,0.0006056103883483192
Belarus,2020-03-19,86,Ukraine,21.44,16,43733759,0.000007878657246165542
Belarus,2020-03-20,94,Beijing,145.483,491,21540000,0.0034921865472275124
Belarus,2020-03-20,94,Belgium,119.26,2257,11589616,0.02346635816314309
Belarus,2020-03-20,94,Czechia,50.92,833,10708982,0.003990174142644208
Belarus,2020-03-20,94,Finland,50.92,450,5540718,0.004160065482993111
Belarus,2020-03-20,94,France,99.83,12612,65273512,0.019546944221139374
Belarus,2020-03-20,94,Germany,286.09000000000003,19848,83783945,0.06838319950946908
Belarus,2020-03-20,94,Hungary,50.92,85,9660350,0.00045135836801777203
Belarus,2020-03-20,94,Lithuania,88.44,49,2722291,0.0015942325197536794
Belarus,2020-03-20,94,Netherlands,99.83,2994,17134873,0.01765069296586743
Belarus,2020-03-20,94,Sweden,50.92,1733,10099270,0.008789453518499375
Belarus,2020-03-20,94,Switzerland,67.0,5294,8654618,0.04153147124020608
Belarus,2020-03-20,94,United Kingdom,119.26,7760,67886004,0.013814904538865951
Belarus,2020-03-21,94,Belgium,99.83,2815,11589616,0.024535775073001774
Belarus,2020-03-21,94,France,67.0,14282,65273512,0.014855847193703671
Belarus,2020-03-21,94,Netherlands,99.83,3631,17134873,0.02140601800232795
Belarus,2020-03-21,94,Romania,8.04,367,19237682,0.00015543254473161
Belarus,2020-03-21,94,Spain,119.26,25374,46754783,0.06578203647498262
Belarus,2020-03-21,94,Sweden,88.44,1868,10099270,0.016479410603455508
Belarus,2020-03-22,94,Czechia,67.0,1120,10708982,0.007059129133826915
Belarus,2020-03-22,94,France,67.0,16018,65273512,0.0166616025388603
Belarus,2020-03-22,94,Germany,355.09999999999997,24873,83783945,0.10646969217748661
Belarus,2020-03-22,94,Hungary,50.92,131,9660350,0.0006956228688858276
Belarus,2020-03-22,94,Lithuania,67.0,143,2722291,0.0035246634172845016
Belarus,2020-03-22,94,Netherlands,67.0,4204,17134873,0.016633582276548778
Belarus,2020-03-22,94,Switzerland,50.92,7474,8654618,0.044561277913080434
Belarus,2020-03-22,94,United Kingdom,99.83,10333,67886004,0.0154440419547838
Belarus,2020-03-23,152,Belgium,99.83,3743,11589616,0.03267243949542065
Belarus,2020-03-23,152,Finland,50.92,700,5540718,0.00647120990021968
Belarus,2020-03-23,152,France,67.0,19856,65273512,0.02068429762387199
Belarus,2020-03-23,152,Germany,151.42000000000002,29056,83783945,0.0530400466894556
Belarus,2020-03-23,152,Netherlands,67.0,4749,17134873,0.01881768029344833
Belarus,2020-03-23,152,Shanghai,11.190999999999999,404,24240000,0.00019699260815733002
Belarus,2020-03-23,152,Switzerland,6.7,8795,8654618,0.0069098002986047406
Belarus,2020-03-23,152,United Kingdom,67.0,12668,67886004,0.012688629017196055
Belarus,2020-03-24,152,France,50.92,22304,65273512,0.01765814804585484
Belarus,2020-03-24,152,Germany,67.0,32986,83783945,0.026612747713335494
Belarus,2020-03-24,152,Lithuania,50.92,209,2722291,0.003920873179350965
Belarus,2020-03-24,152,Netherlands,50.92,5560,17134873,0.016743715876072877
Belarus,2020-03-24,152,Sweden,50.92,2398,10099270,0.012180170617589319
Belarus,2020-03-25,163,Finland,50.92,880,5540718,0.008135232541119227
Belarus,2020-03-25,163,France,50.92,25233,65273512,0.02000653954586713
Belarus,2020-03-25,163,Germany,88.44,37323,83783945,0.039865031471468575
Belarus,2020-03-25,163,Netherlands,99.83,6412,17134873,0.03785670189997843
Belarus,2020-03-25,163,Spain,99.83,49515,46754783,0.10776980940989968
Belarus,2020-03-25,163,United Kingdom,106.53,17732,67886004,0.028323240993448916
Belarus,2020-03-26,304,Czechia,99.83,1925,10708982,0.018077970808008204
Belarus,2020-03-26,304,Estonia,50.92,538,1326539,0.020773730210309805
Belarus,2020-03-26,304,France,67.0,29155,65273512,0.030371136224709765
Belarus,2020-03-26,304,Germany,67.0,43938,83783945,0.0353963728618675
Belarus,2020-03-26,304,Netherlands,50.92,7431,17134873,0.0223451016803645
Belarus,2020-03-26,304,Serbia,6.7,384,8737370,0.00029751911130461315
Belarus,2020-03-27,351,Beijing,145.483,569,21540000,0.004040979849007708
Belarus,2020-03-27,351,Finland,50.92,1041,5540718,0.009623607430821619
Belarus,2020-03-27,351,France,67.0,32964,65273512,0.034338981411003465
Belarus,2020-03-27,351,Germany,101.84,50871,83783945,0.062384000044745196
Belarus,2020-03-27,351,Hungary,50.92,300,9660350,0.0015930291498427803
Belarus,2020-03-27,351,Lithuania,99.83,358,2722291,0.01314773130467022
Belarus,2020-03-27,351,Netherlands,67.0,8603,17134873,0.034088799028343685
Belarus,2020-03-27,351,Sweden,67.0,3363,10099270,0.02247589397225496
Belarus,2020-03-28,440,Czechia,88.44,2631,10708982,0.021921396426895997
Belarus,2020-03-28,440,Estonia,50.92,645,1326539,0.024868564778169216
Belarus,2020-03-28,440,France,67.0,37575,65273512,0.039142245035658656
Belarus,2020-03-28,440,Lithuania,67.0,394,2722291,0.009711308094531966
Belarus,2020-03-28,440,Netherlands,119.26,9762,17134873,0.06875101930076916
Belarus,2020-03-28,440,Spain,119.26,73235,46754783,0.19013760435746122
Belarus,2020-03-28,440,Sweden,99.83,3663,10099270,0.03647649875374701
Belarus,2020-03-29,562,Czechia,88.44,2817,10708982,0.023436512288300536
Belarus,2020-03-29,562,Finland,50.92,1240,5540718,0.011463274520290206
Belarus,2020-03-29,562,France,67.0,40174,65273512,0.04178792456401167
Belarus,2020-03-29,562,Germany,320.26,62095,83783945,0.23952316456649267
Belarus,2020-03-29,562,Hungary,67.0,408,9660350,0.0028506833319268668
Belarus,2020-03-29,562,Lithuania,99.83,460,2722291,0.016893731328259554
Belarus,2020-03-29,562,Netherlands,99.83,10866,17134873,0.06405835483305283
Belarus,2020-03-29,562,Switzerland,50.92,14829,8654618,0.08828153728565764
Belarus,2020-03-29,562,United Kingdom,99.83,29696,67886004,0.04431882116198134
Belarus,2020-03-30,700,Czechia,67.0,3001,10708982,0.018914641410823475
Belarus,2020-03-30,700,France,67.0,44550,65273512,0.04633966805058531
Belarus,2020-03-30,700,Germany,117.92,66885,83783945,0.09489331926615718
Belarus,2020-03-30,700,Netherlands,67.0,11750,17134873,0.046489754399603476
Belarus,2020-03-30,700,United Kingdom,67.0,33969,67886004,0.03402405519144099
Belarus,2020-03-31,861,France,50.92,52128,65273512,0.041269545482827755
Belarus,2020-03-31,861,Germany,50.92,71808,83783945,0.044029564517852525
Belarus,2020-03-31,861,Hungary,67.0,492,9660350,0.003437588356515938
Belarus,2020-03-31,861,Lithuania,50.92,537,2722291,0.010074199087258758
Belarus,2020-03-31,861,Sweden,124.62,4834,10099270,0.06001377282797276
Belgium,2020-03-01,200,Austria,469.0,14,9006400,0.0007348283627428091
Belgium,2020-03-01,200,Bulgaria,343.71000000000004,0,6948445,0.0
Belgium,2020-03-01,200,Croatia,233.16,7,4105268,0.00040199610533828275
Belgium,2020-03-01,200,Czechia,302.84,3,10708982,0.00008533986899546083
Belgium,2020-03-01,200,Denmark,621.0899999999999,4,5792203,0.00043180402834889413
Belgium,2020-03-01,200,Estonia,54.27,1,1326539,0.00004145840095556617
Belgium,2020-03-01,200,Finland,572.85,6,5540718,0.0006300197745496626
Belgium,2020-03-01,200,France,2203.629999999999,130,65273512,0.004417640554804293
Belgium,2020-03-01,200,Germany,2343.6599999999994,130,83783945,0.0036537984350593303
Belgium,2020-03-01,200,Greece,620.414,7,10423056,0.0003815829493835136
Belgium,2020-03-01,200,Hungary,422.09999999999997,0,9660350,0.0
Belgium,2020-03-01,200,Iceland,261.3,3,341250,0.0023330438331945905
Belgium,2020-03-01,200,Ireland,659.28,1,4937796,0.00013437433782871846
Belgium,2020-03-01,200,Italy,3303.7699999999995,1694,60461828,0.09334359567602782
Belgium,2020-03-01,200,Latvia,226.46,0,1886202,0.0
Belgium,2020-03-01,200,Lithuania,202.34,1,2722291,0.00007527602922364248
Belgium,2020-03-01,200,Malta,219.76,0,441539,0.0
Belgium,2020-03-01,200,Netherlands,393.29,10,17134873,0.00022987456826631766
Belgium,2020-03-01,200,Norway,296.14,19,5421242,0.0010471294130660691
Belgium,2020-03-01,200,Poland,1017.73,0,37846605,0.0
Belgium,2020-03-01,200,Portugal,1238.83,0,10196707,0.0
Belgium,2020-03-01,200,Romania,701.49,3,19237682,0.00011099727936627891
Belgium,2020-03-01,200,Shanghai,981.7439999999999,337,24240000,0.01733454143616351
Belgium,2020-03-01,200,Slovenia,83.08,0,2078932,0.0
Belgium,2020-03-01,200,Spain,6358.300000000003,84,46754783,0.011568161055851142
Belgium,2020-03-01,200,Sweden,479.04999999999995,14,10099270,0.0006706355970999029
Belgium,2020-03-01,200,Switzerland,1147.71,27,8654618,0.0035966436109624673
Belgium,2020-03-01,200,Ukraine,258.62,0,43733759,0.0
Belgium,2020-03-01,200,United Kingdom,2464.93,94,67886004,0.0034274548389723112
Belgium,2020-03-01,200,Zhejiang,355.272,1205,57370000,0.007974927197419561
Belgium,2020-03-02,239,Albania,128.64,0,2877800,0.0
Belgium,2020-03-02,239,Austria,1047.8799999999999,18,9006400,0.0021091681348600617
Belgium,2020-03-02,239,Belarus,50.92,1,9449321,0.000005460853776155097
Belgium,2020-03-02,239,Bosnia and Herzegovina,119.26,0,3280815,0.0
Belgium,2020-03-02,239,Bulgaria,307.53,0,6948445,0.0
Belgium,2020-03-02,239,Croatia,150.07999999999998,7,4105268,0.00025843542907761594
Belgium,2020-03-02,239,Czechia,801.32,3,10708982,0.00022581080380214852
Belgium,2020-03-02,239,Denmark,1041.1800000000003,4,5792203,0.0007236212133038096
Belgium,2020-03-02,239,Estonia,328.29999999999995,1,1326539,0.0002507977341756471
Belgium,2020-03-02,239,Finland,288.77,6,5540718,0.00031689108631530356
Belgium,2020-03-02,239,France,2926.5599999999995,191,65273512,0.008610885987367946
Belgium,2020-03-02,239,Germany,3857.1899999999987,159,83783945,0.007351043324508133
Belgium,2020-03-02,239,Greece,462.97,7,10423056,0.0003163458550390893
Belgium,2020-03-02,239,Hungary,718.24,0,9660350,0.0
Belgium,2020-03-02,239,Iceland,130.65,6,341250,0.0023347660604776323
Belgium,2020-03-02,239,Ireland,1055.92,1,4937796,0.00021527768733031521
Belgium,2020-03-02,239,Italy,4232.389999999999,2036,60461828,0.14368083741732307
Belgium,2020-03-02,239,Kosovo,0,0,1810366,0
Belgium,2020-03-02,239,Latvia,214.4,1,1886202,0.00011501855683190262
Belgium,2020-03-02,239,Lithuania,83.08,1,2722291,0.00003088113657395616
Belgium,2020-03-02,239,Malta,320.26,0,441539,0.0
Belgium,2020-03-02,239,Montenegro,119.26,0,628062,0.0
Belgium,2020-03-02,239,Netherlands,298.82,18,17134873,0.00031434410972740277
Belgium,2020-03-02,239,Norway,404.68,25,5421242,0.0018827880280029212
Belgium,2020-03-02,239,Poland,1404.32,0,37846605,0.0
Belgium,2020-03-02,239,Portugal,1513.53,2,10196707,0.00030064593872773497
Belgium,2020-03-02,239,Romania,950.73,3,19237682,0.00015039175357180561
Belgium,2020-03-02,239,Shanghai,308.63599999999997,337,24240000,0.00694406931374723
Belgium,2020-03-02,239,Slovakia,119.26,0,5459643,0.0
Belgium,2020-03-02,239,Slovenia,83.08,0,2078932,0.0
Belgium,2020-03-02,239,Spain,5928.160000000003,120,46754783,0.015397622302474549
Belgium,2020-03-02,239,Sweden,1112.2,19,10099270,0.0021124032231634835
Belgium,2020-03-02,239,Switzerland,1414.37,42,8654618,0.006895241274675855
Belgium,2020-03-02,239,Ukraine,284.08000000000004,0,43733759,0.0
Belgium,2020-03-02,239,United Kingdom,2638.46,134,67886004,0.005231665009616383
Belgium,2020-03-02,239,Zhejiang,308.63599999999997,1206,57370000,0.00694406931374723
Belgium,2020-03-03,267,Austria,855.5899999999999,21,9006400,0.0020093542393309185
Belgium,2020-03-03,267,Beijing,145.483,414,21540000,0.002970740276479505
Belgium,2020-03-03,267,Bulgaria,97.82,0,6948445,0.0
Belgium,2020-03-03,267,Croatia,99.16,9,4105268,0.0002198104034088952
Belgium,2020-03-03,267,Czechia,682.0600000000001,5,10708982,0.0003203391831339176
Belgium,2020-03-03,267,Denmark,1218.0599999999997,6,5792203,0.001168390299011533
Belgium,2020-03-03,267,Estonia,166.83,2,1326539,0.00025489238646121427
Belgium,2020-03-03,267,Finland,431.47999999999996,6,5540718,0.000473305367207445
Belgium,2020-03-03,267,France,2858.2199999999993,204,65273512,0.008943631849043433
Belgium,2020-03-03,267,Germany,3895.3799999999997,196,83783945,0.009152277749910879
Belgium,2020-03-03,267,Greece,320.26,7,10423056,0.00021860558374888514
Belgium,2020-03-03,267,Hungary,598.98,0,9660350,0.0
Belgium,2020-03-03,267,Iceland,130.65,11,341250,0.0023347660604776323
Belgium,2020-03-03,267,Ireland,654.5899999999999,2,4937796,0.0002668377864649625
Belgium,2020-03-03,267,Italy,3430.3999999999996,2502,60461828,0.14085287322383383
Belgium,2020-03-03,267,Jiangxi,308.63599999999997,935,46480000,0.00694406931374723
Belgium,2020-03-03,267,Latvia,214.4,1,1886202,0.0001151035559958394
Belgium,2020-03-03,267,Lithuania,83.08,1,2722291,0.00003088113657395616
Belgium,2020-03-03,267,Malta,236.51,0,441539,0.0
Belgium,2020-03-03,267,Moldova,100.5,0,4033963,0.0
Belgium,2020-03-03,267,Netherlands,367.83000000000004,24,17134873,0.0005159870405763228
Belgium,2020-03-03,267,North Macedonia,100.5,1,2083380,0.00004888440374994768
Belgium,2020-03-03,267,Norway,535.33,32,5421242,0.0031903230248421155
Belgium,2020-03-03,267,Poland,934.6500000000001,0,37846605,0.0
Belgium,2020-03-03,267,Portugal,1553.06,2,10196707,0.00030885900078159856
Belgium,2020-03-03,267,Romania,773.1800000000001,3,19237682,0.0001221671333163986
Belgium,2020-03-03,267,Serbia,83.08,0,8737370,0.0
Belgium,2020-03-03,267,Shanghai,308.63599999999997,338,24240000,0.004592497524363466
Belgium,2020-03-03,267,Slovenia,183.57999999999998,0,2078932,0.0
Belgium,2020-03-03,267,Spain,5822.300000000002,165,46754783,0.020605260498788153
Belgium,2020-03-03,267,Sweden,1000.9800000000002,32,10099270,0.003200270096961589
Belgium,2020-03-03,267,Switzerland,1392.26,56,8654618,0.009050819015194838
Belgium,2020-03-03,267,Ukraine,238.52,1,43733759,0.000005535057881156248
Belgium,2020-03-03,267,United Kingdom,3747.309999999999,189,67886004,0.010225366795985782
Belgium,2020-03-03,267,Zhejiang,308.63599999999997,1213,57370000,0.00694406931374723
Belgium,2020-03-04,314,Albania,64.32,0,2877800,0.0
Belgium,2020-03-04,314,Austria,972.1700000000002,29,9006400,0.003155520805943601
Belgium,2020-03-04,314,Belarus,50.92,6,9449321,0.00003281354933989218
Belgium,2020-03-04,314,Bulgaria,307.53,0,6948445,0.0
Belgium,2020-03-04,314,Chongqing,145.483,576,31020000,0.0005584641502949616
Belgium,2020-03-04,314,Croatia,196.31,10,4105268,0.0004824467626242499
Belgium,2020-03-04,314,Czechia,672.6800000000001,8,10708982,0.0005054939707887079
Belgium,2020-03-04,314,Denmark,1061.2800000000002,10,5792203,0.001719292104791614
Belgium,2020-03-04,314,Estonia,274.03,2,1326539,0.00041867865888609094
Belgium,2020-03-04,314,Finland,428.8,6,5540718,0.0004701636400667984
Belgium,2020-03-04,314,France,2922.5399999999995,285,65273512,0.012419311983728011
Belgium,2020-03-04,314,Germany,4223.009999999999,262,83783945,0.013262182582345473
Belgium,2020-03-04,314,Greece,449.57,9,10423056,0.0003945486780410959
Belgium,2020-03-04,314,Hungary,657.2700000000001,2,9660350,0.0001373126585101093
Belgium,2020-03-04,314,Ireland,865.64,6,4937796,0.001058732970777425
Belgium,2020-03-04,314,Italy,3467.2499999999995,3089,60461828,0.17696269521741698
Belgium,2020-03-04,314,Latvia,333.66,1,1886202,0.00017899762906964844
Belgium,2020-03-04,314,Lithuania,83.08,1,2722291,0.00003088113657395616
Belgium,2020-03-04,314,Luxembourg,6.7,1,625976,0.000010719105259354064
Belgium,2020-03-04,314,Malta,119.26,0,441539,0.0
Belgium,2020-03-04,314,Netherlands,584.24,38,17134873,0.0012975948253438761
Belgium,2020-03-04,314,Norway,425.45,56,5421242,0.004433800010879425
Belgium,2020-03-04,314,Poland,980.8800000000001,1,37846605,0.000026155673810097503
Belgium,2020-03-04,314,Portugal,1259.6000000000001,5,10196707,0.0005916992527315267
Belgium,2020-03-04,314,Romania,873.0100000000001,4,19237682,0.00018398319011259448
Belgium,2020-03-04,314,Serbia,83.08,0,8737370,0.0
Belgium,2020-03-04,314,Shanghai,235.6,338,24240000,0.0035474225029272664
Belgium,2020-03-04,314,Sichuan,145.483,538,83410000,0.0005584641502949616
Belgium,2020-03-04,314,Slovakia,238.52,0,5459643,0.0
Belgium,2020-03-04,314,Slovenia,83.08,0,2078932,0.0
Belgium,2020-03-04,314,Spain,6041.390000000001,222,46754783,0.02888786350434264
Belgium,2020-03-04,314,Sweden,1331.2899999999997,62,10099270,0.007908278723589004
Belgium,2020-03-04,314,Switzerland,1408.3400000000001,90,8654618,0.014719751771998996
Belgium,2020-03-04,314,Ukraine,238.52,1,43733759,0.000005535057881156248
Belgium,2020-03-04,314,United Kingdom,3005.6199999999994,245,67886004,0.010744337919172757
Belgium,2020-03-04,314,Yunnan,145.483,174,48300000,0.0005584641502949616
Belgium,2020-03-05,314,Albania,64.32,0,2877800,0.0
Belgium,2020-03-05,314,Austria,958.1000000000001,41,9006400,0.004396056233341493
Belgium,2020-03-05,314,Belarus,50.92,6,9449321,0.000032765122241975144
Belgium,2020-03-05,314,Bulgaria,307.53,0,6948445,0.0
Belgium,2020-03-05,314,Croatia,150.07999999999998,10,4105268,0.0003697391342931947
Belgium,2020-03-05,314,Czechia,664.64,12,10708982,0.0007493769994765043
Belgium,2020-03-05,314,Denmark,1201.31,10,5792203,0.002087433097870586
Belgium,2020-03-05,314,Estonia,112.56,3,1326539,0.0002568229351503055
Belgium,2020-03-05,314,Finland,519.25,12,5540718,0.001140274134909846
Belgium,2020-03-05,314,France,3259.5499999999993,377,65273512,0.01845976023493324
Belgium,2020-03-05,314,Germany,3825.0299999999993,482,83783945,0.02211346023093525
Belgium,2020-03-05,314,Greece,343.71000000000004,31,10423056,0.0010410663803187316
Belgium,2020-03-05,314,Hungary,613.72,2,9660350,0.00012825533071834182
Belgium,2020-03-05,314,Iceland,391.95000000000005,34,341250,0.03969092750960385
Belgium,2020-03-05,314,Ireland,575.53,6,4937796,0.0007041142296163771
Belgium,2020-03-05,314,Italy,3264.9099999999994,3858,60461828,0.20637524961978176
Belgium,2020-03-05,314,Jiangxi,308.63599999999997,935,46480000,0.0069740677530798845
Belgium,2020-03-05,314,Latvia,214.4,1,1886202,0.0001151035559958394
Belgium,2020-03-05,314,Lithuania,202.34,1,2722291,0.00007521051004302226
Belgium,2020-03-05,314,Luxembourg,119.26,1,625976,0.0001922142651359039
Belgium,2020-03-05,314,Malta,229.81,0,441539,0.0
Belgium,2020-03-05,314,Netherlands,309.54,82,17134873,0.0014839204552933314
Belgium,2020-03-05,314,Norway,442.2,87,5421242,0.007164786862917178
Belgium,2020-03-05,314,Poland,1095.4500000000003,1,37846605,0.000029216912884581854
Belgium,2020-03-05,314,Portugal,1516.21,8,10196707,0.0012037469901341198
Belgium,2020-03-05,314,Romania,669.33,6,19237682,0.0002117514735937834
Belgium,2020-03-05,314,Serbia,83.08,0,8737370,0.0
Belgium,2020-03-05,314,Shanghai,235.6,339,24240000,0.003547422583030693
Belgium,2020-03-05,314,Slovenia,83.08,2,2078932,0.00008063706218657815
Belgium,2020-03-05,314,Spain,5411.590000000002,259,46754783,0.030306640385949445
Belgium,2020-03-05,314,Sweden,1186.57,87,10099270,0.010035299613609506
Belgium,2020-03-05,314,Switzerland,1373.5,114,8654618,0.018174510904029963
Belgium,2020-03-05,314,Ukraine,238.52,1,43733759,0.000005535057881156248
Belgium,2020-03-05,314,United Kingdom,3526.88,294,67886004,0.015112624466968662
Belgium,2020-03-05,314,Zhejiang,308.63599999999997,1215,57370000,0.0069740677530798845
Belgium,2020-03-06,559,Albania,64.32,0,2877800,0.0
Belgium,2020-03-06,559,Austria,934.6500000000001,55,9006400,0.0057501671460621715
Belgium,2020-03-06,559,Bosnia and Herzegovina,119.26,2,3280815,0.00007334855438169631
Belgium,2020-03-06,559,Bulgaria,314.23,0,6948445,0.0
Belgium,2020-03-06,559,Croatia,150.07999999999998,11,4105268,0.00040611281013174785
Belgium,2020-03-06,559,Czechia,766.4800000000001,18,10708982,0.0012959576374206206
Belgium,2020-03-06,559,Denmark,1077.3600000000001,23,5792203,0.003900382360008277
Belgium,2020-03-06,559,Estonia,274.03,10,1326539,0.002092123977942675
Belgium,2020-03-06,559,Finland,367.15999999999997,15,5540718,0.0010068043067165539
Belgium,2020-03-06,559,France,3266.25,653,65273512,0.03192052963570191
Belgium,2020-03-06,559,Germany,3935.58,670,83783945,0.03159942039467924
Belgium,2020-03-06,559,Greece,658.61,45,10423056,0.002890024143007861
Belgium,2020-03-06,559,Hungary,736.33,2,9660350,0.0001538006362756202
Belgium,2020-03-06,559,Iceland,261.3,43,341250,0.033464873778714294
Belgium,2020-03-06,559,Ireland,891.1,18,4937796,0.0032701684666964406
Belgium,2020-03-06,559,Italy,3715.150000000001,4636,60461828,0.2856803909741646
Belgium,2020-03-06,559,Kosovo,0,0,1810366,0
Belgium,2020-03-06,559,Latvia,446.21999999999997,1,1886202,0.00023938237140639734
Belgium,2020-03-06,559,Lithuania,83.08,1,2722291,0.00003088113657395616
Belgium,2020-03-06,559,Malta,219.76,0,441539,0.0
Belgium,2020-03-06,559,Montenegro,119.26,0,628062,0.0
Belgium,2020-03-06,559,Netherlands,324.28000000000003,128,17134873,0.00242591047401539
Belgium,2020-03-06,559,Norway,517.24,108,5421242,0.010395979895693278
Belgium,2020-03-06,559,Poland,1087.41,5,37846605,0.00014496237488873767
Belgium,2020-03-06,559,Portugal,1517.55,13,10196707,0.0018488178415824541
Belgium,2020-03-06,559,Romania,1132.3000000000002,9,19237682,0.0005368274885893039
Belgium,2020-03-06,559,Serbia,83.08,1,8737370,0.000009607395768076558
Belgium,2020-03-06,559,Slovakia,119.26,1,5459643,0.000022005824507556844
Belgium,2020-03-06,559,Slovenia,83.08,7,2078932,0.00028181318689899005
Belgium,2020-03-06,559,Spain,5938.880000000003,400,46754783,0.050753666500891775
Belgium,2020-03-06,559,Sweden,1153.0700000000002,146,10099270,0.016154964037500927
Belgium,2020-03-06,559,Switzerland,1252.8999999999999,214,8654618,0.031128004307164052
Belgium,2020-03-06,559,Ukraine,238.52,1,43733759,0.000005535057881156248
Belgium,2020-03-06,559,United Kingdom,2971.4499999999994,373,67886004,0.016036284169083162
Belgium,2020-03-07,689,Austria,250.57999999999998,79,9006400,0.00221513854098307
Belgium,2020-03-07,689,Beijing,145.483,426,21540000,0.0030371037657603924
Belgium,2020-03-07,689,Belarus,50.92,6,9449321,0.000032765122241975144
Belgium,2020-03-07,689,Czechia,456.94,19,10708982,0.0008157877128461516
Belgium,2020-03-07,689,Denmark,436.84,23,5792203,0.0017442664650928652
Belgium,2020-03-07,689,Finland,311.55,15,5540718,0.0008534621852540417
Belgium,2020-03-07,689,France,1939.6499999999994,949,65273512,0.026857256381734286
